ID,Review_Title,Review,Rating
30650,Good choice,Excellent product the picture is much more good,1
30651,"amazing
","Sound quality is on par with apple earbuds
",1
30652,Pretty good,Nice,1
30653,Simply awesome,Super,1
30654,"I got a defected product.
","I got my package in good condition but in earphone there is no ear plugs.
",0
30655,Perfect product!,Superb,1
30656,Very Good,Nice,1
30657,"Very weak battery backup
","Voice breaks very often.. battery capacity is too low you need to charge it twice a day
",0
30658,Great product,Good,1
30659,Highly recommended,Excellent,1
30660,Perfect product!,Best of Best...it's a king of desert cooler. Plastic could have been better but that's not at all issue. You can close your eyes and hit buy button. Very less noise. Great air delivery. Best cooling with 4 way deflection. You may need extra extension board for this. Moving such heavy tank is easy on wheels. There is lock too. Just beware of children at home. They can easily put hand/fingers inside.,1
30661,Value-for-money,Very good product for beginners,1
30662,Fabulous!,Good,1
30663,Very Good,"Very useful , material is so good, thanks Flipkart",1
30664,"No good for oneplus 3t
","The mic is not supporting to my oneplus 3t I have to reconnect it again nd again to until nd unless it works
",0
30665,Super!,I love it,1
30666,Worth the money,Best,1
30667,Really Nice,Good,1
30668,"Great Product
","Good BatteryGood BassPaisa wasool
",1
30669,"They are not good
","It's not good . The sound quality is really bad and not that good . Really disappointed
",0
30670,Pretty good,Good products,1
30672,Awesome,Awesome 👍....go for it guys,1
30673,Terrific purchase,I love it,1
30674,Worth every penny,Superb,1
30675,"Very nice
","It worth for every penny you pay. Very nice noise cancellation and sound quality. Only problem I had that package was not seal pack that is problem of Amazon.Overall good product.
",1
30676,Best in the market!,Good,1
30677,Could be way better,Bad quality and durability,0
30678,"Value for money
","One of those good bluetooth earphones in the market. Bluetooth connectivity is very good and the sound output is excellent.Perfect bass, no noise while listening to music with high volume. No sound distortion and mic is decent.  But sometimes the mic is being hidden behind the collar of your shirt, so be careful. The battery backup is also good. You can feel the thumping bass when required and might be the sound output is awesome due to its 12.5 mm driver size. I used JBL T210, but this provides better sound.Till now I didn't find any flaws in this earphone. I can say one thing - value for money, you wont regret buying this.
",1
30679,Wonderful,Nice,1
30680,Terrific purchase,Very goodd,1
30681,Good quality product,Good,1
30682,Brilliant,Good,1
30683,Terrific purchase,good,1
30684,"Balanced sound
","It’s a decent earphone at this price. The lows aren’t that great. But it does sound very balanced.
",1
30685,Waste of money!,Low quality,0
30686,Fabulous!,Superb product.,1
30687,Great product,Gud,1
30688,"Yes it’s wireless, but powerless tooo
","Used 2 months for 1-2 hour daily. Battery lasts upto 45-50 minutes only.Worst battery backup. Sound is very good but it gets dead in short time so useless for me.“Boat” u can take this back for free before i throw it out side of my window.
",1
30689,Pretty good,Very nice,1
30690,Worst experience ever!,Don't buy this,0
30691,Excellent,Nice,1
30692,Just wow!,Nice product,1
30693,Value-for-money,Good,1
30694,Bad quality,Damage product,0
30695,Unsatisfactory,Bad,0
30696,"Bass is not upto the mark
","as per the quality of product its good..but the bass is unsatisfactory as per the price of product..in this price the product is not recomended from my side..
",0
30697,"Five Stars
","excellent
",1
30698,Wonderful,Good product I like it,1
30699,Nice product,Same as shown,1
30700,Excellent,Nice product and good quality,1
30701,Really Nice,Nice,1
30702,Classy product,Good,1
30703,Good quality product,Nice,1
30704,Wonderful,Nice,1
30705,Good choice,Good,1
30706,Best in the market!,Good,1
30707,Very Good,Good product,1
30708,Super!,Good 👍,1
30709,Wonderful,"It's overall value for money.Review after using 2 weeks.Can use it at all places including high humidity place like Tamilnadu as well.Pros:5 steel fan blades.Crompton Motor quality is at best.Air through flow is sufficient for larger size room/halls.Serves cool air to both for bed and ground level by its auto setup.Can feel the Air Condition kind of feel when you place it near windows at night time sleep, it will reduce the temperature.Power supply is added advantage only 190w maxi...",1
30710,"Earbuds needs to be heavy / Magnetic
","Needs some magnetic tip to hold, because on high speed biking it not stable.
",1
30711,Nice product,Very good,1
30712,Brilliant,Good quality,1
30713,Don't waste your money,Poor quality,0
30714,Good choice,Good,1
30715,"Fake headphone
","Not original product delevered
",0
30716,Wonderful,Good QualityWorth buying,1
30717,"Five Stars
","Excellent product..Sound quality is great..product quality is very good..An excellent product from Sennheiser..
",1
30718,Brilliant,Very good product,1
30719,"Bad Product
","Within fortnight speaker became defective.
",0
30720,Value-for-money,Good,1
30721,Perfect product!,Valuable for money and comfortable to use,1
30722,"Nice
","Great sound quality
",1
30723,Wonderful,Good for begginers!!,1
30724,Wonderful,Good,1
30725,Really Nice,Not bad,1
30726,Simply awesome,good prodcat,1
30727,Awesome,Excellent,1
30728,Brilliant,Good,1
30729,Pretty good,Super,1
30730,"unbeatable
","no one can beat senhieser its the best..for first few days u'll feel a bit loud truble..but after u can't even think about listening with another headphones..naahh.so just go for it with blind eyes
",1
30731,Fabulous!,Very Good Product,1
30732,Not good,Not good,0
30733,Good quality product,Feels good,1
30734,Not recommended at all,Not good,0
30735,Really Nice,It's good.. worth for money,1
30736,Mind-blowing purchase,Very good product,1
30737,Nan,Best product,1
30738,"Microphone Not Working After a month use
","Microphone stopped working after a month.After contacting BOAT they exchanged my earphones .The exchange process took almost 12 days.  Even the earphones which I received was a defective.I won't get charged unless the USB cable is pressed hard. It is also making weird sounds during power on and off.
",0
30739,Awesome,good product,1
30740,Worst experience ever!,Damage product and no return policy,0
30741,Fabulous!,Verry nice,1
30742,Pretty good,Very good,1
30743,"Great fit
","Wow! Just wow. Haven’t used any earphones that fit in my ears better than these ones. Sound good, everything good. For me, the fit has been the biggest challenge always and these win hands down.
",1
30744,"harry yashwanth review of sennheiser cx275s
","In love with sennheiser,All i got surprise is no surrounding sounds.E.g: A train has passed overby with loud horn and i haven't heard until my colleagues said that.And th bass is smooth enough but it's not recommended for bass lovers.And the voices in songs are full flat and clear so far.Overall i am satisfied with sennheiser.
",1
30745,Classy product,Nice,1
30746,"Best Bluetooth available a/c to me
","Loved the quality music of this earplugs, but they start to feel uncomfortable after continuous use for like 4 hours straight
",1
30748,Must buy!,Good,1
30749,"No sound from left side ear plug
","No sound from left side ear plug
",0
30750,Worth the money,not bad,1
30751,Terrific,Very nice,1
30752,Awesome,good quality,1
30753,Mind-blowing purchase,Nice product.,1
30754,"Loved the Product a Lot
","Really Goodd Product, Great Service Center,Must by this, You will never ever by a Cheap one again.
",1
30755,Awesome,excellent product and fast delivery by Flipkart. found very good and offer provided was a very good deal for beginners. already 1 month over and all working in good way. original product.,1
30757,"Nice earphone
","Product is nicely audible ...great sound but only issue tangling the cable...otherwise sennheiser brand name totally justice this product...
",1
30758,Brilliant,Nice,1
30759,Perfect product!,thanks,1
30760,Wonderful,Good,1
30761,Perfect product!,Very nice,1
30762,Nan,Super,1
30764,"Great Headphones!
","Simply Great!
",1
30765,"Nice product and worthable
","Only to sae battery little bit weak and the finiahing of rubber material is very goid also i using in rain season not at all problme also sweat happens no effect  or damage occur to headphones very nice auperb headphone.rest sound  of bass and treble sound is awesome  i buy from amazon.in thanks amazon . From.chepas headphones better buy this one I recommend to all..
",1
30766,Perfect product!,Nice products,1
30767,Worth the money,Good,1
30768,Simply awesome,Thanks filpkart,1
30770,Wonderful,Ok,1
30771,Classy product,Very good product....,1
30772,Classy product,good product,1
30773,Worst experience ever!,Bad quality,0
30774,Great product,Perfect for Summer......,1
30775,Wonderful,Nice,1
30776,Pretty good,Good,1
30777,Perfect product!,Good,1
30778,Nice product,Product was good .....but I m not received extra Warrenty card,1
30779,Super!,Good,1
30780,Great product,nice,1
30781,Highly recommended,Good,1
30782,Very Good,Good,1
30783,Just wow!,This is amazing... I like it. The quality is really good. Delivery is also fast.,1
30784,Best in the market!,Good product,1
30785,"Bad
","Poor quality overall
",0
30786,Highly recommended,Good quality,1
30787,"Good
","Fulfilled by Amazon, so packaging was good. It came in a compact packing. Quality of the audio was good.. noise cancellation was decent, though I didn't test it much except for listening to music in front of the TV or somebody talking. You can take calls and end calls with the call button. It is the only single button present there. Voice quality is average and it was snubbing the voice a bit. On the main screen if you press the button, it would open the default music player and starts playing a song. If you press again, it will pause it. It is capable of capturing FM radio signals. This is tested on Samsung S3 as a headset. On apple ipad as a headphone. The volume up down buttons were not present. While some commented that it is thin (and it is compared to my stock Samsung headphone), it is not fragile.
",1
30788,"So good
","Nice product it is very usefull for long talking sound quality is also good I bought it today only
",1
30789,"I would say not bad
","Price is aggressive but I'm little worried about sound quality. As I used skullcandy ink'd wireless, boAt's sound is not upto mark.
",1
30790,Classy product,Product worth for money. nice clarity and amazing snaps,1
30792,Wonderful,Good,1
30793,Simply awesome,Good,1
30794,Horrible,Low quality,0
30795,"Good
","Good
",1
30796,Utterly Disappointed,Product is very bad,0
30798,Awesome,Best,1
30800,Worst experience ever!,Bed quality,0
30801,Worth every penny,Awesome product,1
30802,Worth every penny,"Great cooler, thank u Flifkart..",1
30803,Terrific,Super,1
30804,Highly recommended,Very nice,1
30805,"Not proper fit in ear, mic quality is very poor
","CX 180 is far better than CX 275s. First of all CX 275 is not fit well in ear and Mic quality is also very poor for which Amazon charging  at list Rs. 900 Extra. You can buy twice CX 180 in the price of CX 275 and also save some money. CX275 has very thin wire that sound very cheap. I recommend not to Buy CX275s.
",0
30806,Best in the market!,Good,1
30807,Very Good,Awesome product.Fabric quality good.Worth buying.,1
30808,Good choice,Ok,1
30809,Awesome,Superb product,1
30810,Mind-blowing purchase,Value for money,1
30811,Nan,Wow,1
30812,"Satisfied
","One earphones after 7 day not working, less equaliser....bass ok battery ok
",1
30813,Must buy!,Very good product,1
30814,Terrific purchase,nyc one,1
30815,Waste of money!,Not good,0
30816,Great product,awesome,1
30817,Fabulous!,Cheap and best. If you want more at this price then u r a fool. Best for the begginers,1
30818,"Amazing Sound Clarity!!!
","I bought these for the great sound clarity of Sennheiser earphones and overall sound performance. While sound quality is at par , the build quality could have been better. The cords are pretty delicate and I would not recommend this for rough use.
",1
30819,Wonderful,Nice product,1
30821,Waste of money!,"Don't buy this  blanket, Quality is very low, poor finishing. I have just wasted my money.",0
30822,Perfect product!,Very nice,1
30823,Worth every penny,Very good product,1
30825,"Go for it if you are ok with 4-6 hours of continuous play!
","It’s a good product. Been using it for some time now. Sound quality is good as expected from jbl. Battery life however could have been better though but still ok with 4 to 6 hours of continuous music playing. At this price it’s a go for it product!
",1
30826,Mind-blowing purchase,Nice product,1
30827,Excellent,Best quality good product,1
30828,Awesome,Very nice,1
30829,"Extremely good BT earphones!! Loud and Super BASS.
","Hey all, I have used quite a few budget earphones, Senn 180,213,soundmagic e18s, 1more piston, JBL t160, c150si, boat rockerz 225, compared the boat rockers 255 with all these earphones. Additionally I have a Philips basic, a Sony and a JBL headphone. I have bought these for my own use, a few friends and relatives. None of these can compare to the loudness bass and overall effect of these bt earphones. I'm obviously not an audiophile but I know the difference between a good sound and noise. The only concern I found was that the wires hang a lil low and the highs could have been sharper(nitpicking). Cant fault it otherwise. I have It paired with RN5 pro.
",1
30830,Fabulous!,Excellent,1
30831,Super!,Superb camera for beginners in this range.,1
30832,"Great earphones
","The sound quality is very nice. The material is also good, have just started using it, so have to see after an year, the build quality. Would update the review again then.
",1
30833,Worth every penny,Fine,1
30835,Terrific,Good one,1
30837,Excellent,Good,1
30838,"Super sound quality
","Hands-free is always something which is necessary for music lovers ..bluethooth feature makes this product super as well as good bettrey pack up time.. Noice cancellations feature... Bass setup Cool😎Happy buyer 👍
",1
30839,"Best headset within 2000Rs. Period
","If what you want is quality sound with well differentiated mids and highs and a moderate amount of bass, Not overpowering, but the right amount for a song as such. Then get this. Not for extra bass lovers. The fit is a little bit tricky to insert as well because of the unconventional shape of the headsets. But what matters is the sound quality, The latency is almost non existent on the microphone button, atleast on my phone anyway. No microphonics at all during normal usage and during walking. This is probably the only headset where i did not rely on the music player inbuilt equaliser to modify the sound signature. That speaks about the sound reproduction on the Sennheiser headsets.
",1
30840,Best in the market!,Nice products I m fully satisfied 👌,1
30841,Really Nice,Nice product,1
30842,Best in the market!,Best product,1
30843,"NicE product
","Range of bluetooth is quite good but tgere seems to be problem when the bluetooth component is covered by something!
",1
30846,Mind-blowing purchase,Nice product very good,1
30847,excellent,good,1
30848,Highly recommended,Nice product,1
30849,Nice product,Good product,1
30850,"Clarity of sound is very good but bass not up to mark
","Clarity of sound is very good but bass not up to mark , if you are looking for bass than don't buy . If you are looking clear sound then must buy
",1
30851,Good choice,Good,1
30852,Pretty good,Good.,1
30853,Awesome,I like it❤,1
30855,Must buy!,Excellent,1
30856,Terrific purchase,Amezing prodect,1
30857,Nice product,Fabric is too good. Amazing,1
30858,Wonderful,Very good 😌😌,1
30859,Just wow!,Nice product ❤️💙💚 have,1
30860,Classy product,Nice,1
30861,Good quality product,Awesome,1
30862,Mind-blowing purchase,Nice,1
30863,Good quality product,Nice,1
30864,Really Nice,Good,1
30865,Really Nice,Nice,1
30866,Bad quality,less than one month..moter automatically burn..no replacement gurantee,0
30867,Classy product,Thq for every thing,1
30868,Value-for-money,It could have been much better if provided with memory card.,1
30869,Highly recommended,"Product is very good worth it. Looking Pretty, Color is good, Fabulous structure. Nice Concept by Flipzon. Thanks Flipkart",1
30870,Perfect product!,Darun,1
30872,Nan,Good product,1
30873,Wonderful,Good,1
30874,Fabulous!,Very nice,1
30875,Classy product,Good,1
30876,Not good,ok,0
30877,Classy product,Awesome,1
30878,Wonderful,Nice cooling nice products But body isn't properly fit,1
30879,Bad quality,Very bad product,0
30880,Wonderful,Good product,1
30881,Nice product,Nice product,1
30882,"Good
","So far good
",1
30884,Wonderful,Awesome product,1
30887,Worth the money,Ok,1
30888,Super!,Awesome,1
30889,Terrific,Very good cooler,1
30890,Brilliant,Very good product I love this very useful for cleaning floor,1
30891,Terrific purchase,Good,1
30893,Must buy!,nice,1
30894,"Mic stopped working after 3 days of use.
","Worse experience ever, had very expectation for JBL but was totally shattered as microphone stopped working after 3 days of use. Was shocked how it could happen. bought at discount of Rs. 1000/- but now replacement not available.
",0
30895,"Not so durable
","Right earbud stopped working after 1 Month👏👏👏
",0
30896,Awesome,Nice,1
30897,Pretty good,Nice product.,1
30898,Must buy!,Nice,1
30899,"Invest in this it’s totally worth it
","In love with boat speakers they are a steal in this price range awesome bass and sounds. I use it 3 days without charge do I have to say more .
",1
30901,Terrific purchase,Good,1
30902,Delightful,Nice,1
30904,Nan,Fantastic,1
30905,Bad quality,Colour fade,0
30907,Simply awesome,Good product,1
30908,Unsatisfactory,Don't buy this product truly so bad never see rating nd review totally lie everyone,0
30910,Good quality product,Super Go for it,1
30911,Perfect product!,Nice product,1
30912,Pretty good,Best product,1
30913,Really Nice,Nice,1
30914,Expected a better product,Quality not much better as shown,0
30915,Brilliant,Nice Product,1
30916,Very Good,Good product,1
30917,Awesome,Very nice,1
30919,Highly recommended,Good product value for money,1
30920,Nan,Bad quality,0
30921,Perfect product!,Nice,1
30922,Really Nice,Best quality,1
30923,Fabulous!,Good quality,1
30924,"Awesome
","Sound quality is good but battery backup is 1:30 hours
",1
30925,"Worth money? Yess...
","Very nice earphones, almost 12 hrs of standby time and 5 to 6 hrs plus playback time.Comfortable enough.Audio quality : Bass 3.5stars  Mids 4.5 stars  Highs 4.6 stars.Clearity 4.8 starsAbout Bass , it is adequate not too high not too lessOverall, I'll give it 4.4 stars out of 5....
",1
30926,"One or Both Side was not working.
","After 5 months One or Both Sides was not working properly. It very heavy earphone. You might feel a bit of pain in your ears.
",0
30928,Very Good,Good product,1
30929,Super!,Good products,1
30930,Terrific purchase,Nice gloves useful to me 🙂,1
30931,Simply awesome,Amazing product,1
30932,Brilliant,Good quality,1
30933,Really Nice,very good product,1
30934,Good choice,Good,1
30935,"Best
","Nice bass and balanced quality
",1
30936,Good quality product,Ok,1
30938,Very poor,Not Much bettet,0
30939,Excellent,Kj,1
30940,Best in the market!,Good quality go for it,1
30941,Fabulous!,Happy,1
30942,Excellent,Nice product,1
30943,"Best earphone with mic
","Best earphone with mic nice sound quality, noise cancellation best other people notice that you talk on mobile or earphone....most important hands free if your long time talker or working in office then this is best option to do multitasking.Around my 5 friends using same product no issues 2 earphones are 6 months+ old no complaints.
",1
30944,"Best purchase
","Good built quality,high durability and worthy for every penny
",1
30945,Really Nice,Good,1
30946,Simply awesome,Good product,1
30947,"Best buy
","I just bought it in last week,and to be very frank, it's really awesome,sound quality is like your own personal theatre,too clear and too enough..
",1
30948,Good choice,Gud product,1
30949,Perfect product!,Nice,1
30950,Terrific,Good,1
30951,Just wow!,Best quality,1
30952,Perfect product!,fabulous,1
30953,"Buy this product separately rather than adding to cart with other products.
","I'm giving 4 stars as overall because the product is all good but the packaging wasn't satisfactory. The box was bit damaged fortunately the product wasn't damaged. Sond quality is above average but the better thing in such price is IPx5 sweat resistant. Noise cancellation is good too.So try to order this separately for better packaging service rather than adding to your cart and buying more than one product.
",1
30954,Wonderful,Excellent,1
30955,Perfect product!,Good,1
30956,Nice product,Good,1
30957,Nan,Nice,1
30958,Worth every penny,Nice product,1
30959,Perfect product!,Good quality,1
30960,Worthless,Waste product,0
30962,Must buy!,Good,1
30963,Wonderful,Good,1
30964,"Nice earphone for this prize ₹999
","Base is good bt not so loud nd when it is connected with tv it makes some disturbing noise after some time otherwise earphone is superb for mobile use
",1
30965,Awesome,Good product,1
30966,Really Nice,Good,1
30967,Super!,nice,1
30968,Super!,Very nice product,1
30969,Terrible product,It is very thin...,0
30970,"Fit and sound Quality
","A really good product with easy connectivity with the iPhone and other devices with a comfortable fit and a good sound quality.
",1
30971,Classy product,Very Good product,1
30972,Worth every penny,Very nice product..,1
30973,Delightful,Nice,1
30974,Good choice,Happy to see this product really super,1
30975,"VALUE FOR MONEY - SENNHEISER FOREVER!
","This is one headphone I wish never to lose! This has given me every experience a music lover, especially an OST lover would want. I LOVE IT! <3
",1
30976,"Poor
","Im changing my review  n drop the star from 5 to 1 because of using only 2 months one side of headPhone is not working ,there is a loose in the joining section of the headphones
",0
30977,Perfect product!,Good,1
30978,Just wow!,It's to good,1
30979,Simply awesome,Super product,1
30980,"Five Stars
","Bit expensive but its great!Excellent product.The packaging and build quality is great!
",1
30981,Terrific purchase,nice product,1
30983,Classy product,Good products,1
30984,"Super value
","Great value for money with good sound & base. Fits perfectly in average adult ears.
",1
30985,Excellent,Very nice,1
30986,Excellent,Good,1
30987,Must buy!,Good product,1
30988,Value-for-money,Nice👏 product for New DSLR User & Helf to Top Leable Photography,1
30989,"The build quality of the headphones are pretty nice. The wires look very thin and fragile ...
","The build quality of the headphones are pretty nice. The wires look very thin and fragile though. Three types of earbuds were provided. The pouch given with the headphones are very useful for carrying the headphones around. Value for money.The jack could have been angled instead of being straight to avoid getting frayed. It hasn't frayed till now though. Very few headphones come with 2 years warranty in this range so that's a plus point.The listening experience is pretty decent. The bass is well balanced. Mic and mic button function very well. The mic works well when its held close to the mouth.
",1
30990,Must buy!,Good breeze,1
30991,Worth the money,Ok,1
30992,Absolute rubbish!,Very poor,0
30993,Horrible,Not good quality,0
30994,Worth the money,Super product,1
30995,Terrific,Great,1
30996,"Value for money
","In all segments comparing the price the product is very good
",1
30997,Terrific purchase,Nice product,1
30998,Wonderful,Very good,1
31000,Useless product,Product quality too bad im very sad about this,0
31001,Really Nice,Excellent product,1
31002,Don't waste your money,Very poor quality,0
31004,Worth every penny,BEST,1
31005,"Go for it
","Got for 1000 and was awesome in this price range
",1
31006,Great product,It's good,1
31007,"Nice & clear sound; great bass and decent price!
","These are a decent pair of earphones at the given price. I have earlier used the Skullcandy and the JBL earphones and compared them, this is not a disappointment at all.The sound quality, clarity and bass are quite good. The quality of voice, when using for phone calls, is pretty nice too.The battery lasts for little more than six hours on continuous use after a single charge.I would highly recommend these earphones.
",1
31009,Awesome,Ok at this price,1
31010,Super!,Good,1
31011,Must buy!,Product is good and nothing wrong in the product size or color. Value for money,1
31013,Good choice,Good,1
31014,Really Nice,Good,1
31015,"Good at this budget
","I was expecting a bit more bass and bit more sound but overall it's good. The problem is with battery.
",1
31016,Fabulous!,Good,1
31017,"Vgood
","Good
",1
31018,"Four Stars
","Best brand, good earphones
",1
31019,Best in the market!,It's great..works like an AC.,1
31020,"Love love & love
","What great sound quality and a very amazing built quality ❤❤ really appreciate your product
",1
31021,Just wow!,Very fantastic,1
31022,Perfect product!,Good,1
31023,"Over priced product @1499
","Sound is ok ok not up to the mark compare to other Indian brands.
",0
31025,Worth every penny,Best product,1
31028,Great product,good product,1
31029,"Not bad. But costly for this quality
","Sound quality is good.
",1
31030,Excellent,Product is good,1
31031,Value-for-money,Ok,1
31032,"Good Purchase
","JBL has launched an affordable bluetooth headset without compromising on the sound quality... Though a few days later, the richness of the audio has dropped and the rubber pads in the earpieces has come off... bottomline... sound quality is above average but build quality is bit on the fragile side.
",1
31033,"Almost satisfied me
","I liked the sound quality, battery life, and its durability is also good, but im not at all happy with the bluetooth range...
",1
31034,Worth every penny,it's a awesome and very good quality..,1
31035,Worth the money,Thish product is very good 😊,1
31036,Delightful,Just go for it,1
31037,Really Nice,It's easy to use and rotation of the mop is also helpful cleaning edges.,1
31038,"Good Product
","Good sound quality for phone calls and music listening
",1
31039,Highly recommended,Good,1
31040,Fabulous!,Good product,1
31041,Really Nice,Good,1
31042,Best in the market!,So soft and useful,1
31043,Good choice,Not bad,1
31045,Excellent,Very good,1
31046,Simply awesome,good one,1
31047,Fabulous!,Good product. Value for money.,1
31048,Awesome,Very good product,1
31049,"Very good
","Supper bettry good product
",1
31050,Super!,Super,1
31051,Unsatisfactory,Bad quality product,0
31052,Value-for-money,Nice product,1
31053,Best in the market!,Good,1
31054,Wonderful,Best quality product.,1
31055,Awesome,Good,1
31056,Pretty good,Good,1
31057,Must buy!,Nice product,1
31059,Classy product,Impressive,1
31060,Perfect product!,Nice product,1
31061,Really Nice,Good product,1
31062,Terrific,Wow,1
31063,Super!,Good but bad service,1
31064,Classy product,Best,1
31065,Not good,vry poor material,0
31066,Worthless,Bad product,0
31067,Super!,Very good,1
31068,"sound enhancers not good
","Not up to satisfaction level....dont buy this chinees assembled product.....go ahead with JBL & Sony
",0
31069,Brilliant,Good,1
31070,Awesome Both Product & Service...,Product is Good. Suitable for four burner Gas stove. Noice also managable.Service person came on time. He finished the installation quickly. Explained the demonstration clearly. Paid the actual amount of Rs 700.Overall good experience..Fully satisfied with the product and installation..,1
31071,Nice product,Good,1
31072,Terrific,Very good,1
31073,Value-for-money,Nice,1
31074,Perfect product!,God,1
31075,Worth the money,Nice,1
31076,Fabulous!,I like this product,1
31077,Pretty good,Awesome just go for it,1
31078,Mind-blowing purchase,worth buying it,1
31079,Just wow!,nice DSLR,1
31080,Best in the market!,Good job,1
31081,Brilliant,Loved it,1
31082,Perfect product!,Best,1
31083,Simply awesome,Very nice,1
31084,Simply awesome,Omni tech retail is great seller Very good delivery fantastic product wish xtra good packing thank you flipkart thank you ekart and also thank you omni teck retail seller,1
31085,Perfect product!,Nice,1
31086,"Nice one
","Good
",1
31087,Terrific purchase,Varey nice 👍🙂,1
31088,Classy product,Material is good and quality is nice.,1
31089,Nan,Bad product,0
31090,Pretty good,Good 👍,1
31091,Awesome,Nice product,1
31092,Fabulous!,Nice product,1
31093,Expected a better product,Bad products,0
31094,Terrific purchase,Good,1
31095,Worst experience ever!,Very bad quality,0
31096,Delightful,"So beautiful bedsheet , value of money",1
31098,Delightful,Perfect,1
31099,Classy product,Very nice,1
31100,Could be way better,Bad product,0
31101,Super!,Superb?,1
31103,"More of bass than sound quality
","I have spent 999 for this product. It is a good product at this price. Bass is good. sound quality is a bit inferior than it Bass. Overall satisfied with the product...
",1
31104,Terrific purchase,Nice product,1
31105,"Bluetooth connectivity is very low .
","Bluetooth connectivity is not good .if i go from one room then connectivity get lost. And no mic option on bluetooth.
",1
31106,Perfect product!,Good,1
31107,Brilliant,"Nice product,  big size,worth of money ,fast delivery",1
31109,"AN_EPITOME_OF_GERMAN_SOUND_ENGINEERING. Don't give 2nd thought!!
","Sennheiser CX 275 S In -Ear Universal Mobile Headphone With Mic (Black)Can't get better product as this @ under 2K. Insert into ear,up the volume FEEL_THE_BEAT,U never know if sombody abuses you ,or yell next to U. prior to order given thought abt Sony and JBL...but went for this German stuff. No regret. It comes with mic and extra earbuds and a short cable.And U can verify whether Genuine or .....
",1
31110,Great product,Good one,1
31111,Very Good,Nice,1
31112,Highly recommended,Good product,1
31113,Great product,Good product,1
31114,Terrific purchase,Awesome,1
31115,Great product,Nice,1
31116,Utterly Disappointed,Bad,0
31117,Highly recommended,Awesome,1
31119,Terrific,good,1
31120,Worth every penny,Nice,1
31121,Absolute rubbish!,Very worst product,0
31122,"Five Stars
","GOOD ONE I LIKE IT
",1
31124,Hated it!,Very poor quality and I received a defective product.,0
31125,Just wow!,Excellent,1
31126,Best in the market!,Bedsheet is pure cotton,1
31127,Mind-blowing purchase,good product,1
31128,Classy product,This is my 2nd purchase from this brand nd i m fully satisfied with this product 🤗👍thanks to Flipcart,1
31129,Simply awesome,Nice,1
31130,Fabulous!,Good,1
31131,Nice product,Good prodect,1
31132,Fabulous!,Nice,1
31133,Great product,Good,1
31134,Good quality product,Ok,1
31135,Absolute rubbish!,Not good,0
31137,"Good
","Super Quantity
",1
31138,Fabulous!,Cost effective and good quality,1
31139,Best in the market!,Very good,1
31140,"Happy to own, satisfied customer ;-)
","Awesome product,Worth buying,Bass is dam good and sound quality is up to the mark,German engineering & design proved in this product,Only one little con Is cable is rubberized, required silicone rubber cable like Sony MDR XB series,In this price range (I bought around 1300) it's very good product.
",1
31141,Just wow!,Good..,1
31142,"Best headphone
","Value for money product
",1
31144,Very poor,Don't buy this product.after worst product ever.,0
31145,Worth the money,Nice but pp too high,1
31146,Best in the market!,Good product good quality and pure cotton,1
31148,Best in the market!,"good very,,,,,,",1
31150,"The best
","I am cx 275 user from last 4-5 years. I am completely satisfied on this product. i recommend you all to buy this product. Even minute sound of song is clear . It got top sensitivity in headset coming under this price range . Even with boss range this got top sensitivity. It got a great noise reduction which is too good.
",1
31152,Fabulous!,Value Of Money,1
31153,Pretty good,Good,1
31154,Excellent,Good,1
31155,Really Nice,Good,1
31156,Nice product,Everything is great except chains (complete strip). I don't think it will last a month. I may need to get whole new chain strip stitched in a month.  Very low quality chains,1
31157,Just wow!,Good Quality,1
31158,Not recommended at all,Worst quality blanket...waste of money.,0
31159,Perfect product!,Excellent,1
31160,Worth every penny,Nice,1
31161,Terrific purchase,Good product Size is little bit small399 rs only,1
31162,Terrific,good quality,1
31163,Fabulous!,Good febric,1
31164,Don't waste your money,Best DSLR camera... good product 😍,0
31165,Worth the money,Very very nice product,1
31166,Really Nice,Nice Product,1
31167,Fabulous!,Value for money 💰,1
31168,Really Nice,Very nice,1
31169,Great product,actual fan motor 91 waat and rpm1350 this is true,1
31170,"Value for money product
","This is a best product for that price. Sound quality is really good
",1
31171,"Not Good for Calling
","Not good for calling as mic. is not that effective. 70% of time other person cannot hear my voice.
",0
31172,Don't waste your money,Bad,0
31173,Mind-blowing purchase,Loved it.,1
31174,Wonderful,Good one,1
31175,Just wow!,Nice,1
31176,"MUST BUY PRODUCT
","Build quality is just amzing.Before boat earphone i use samsung level u which have no bass at all worst product from samsung therefore i switch to boat earphone which cost me of rs.1499 sound quality is supreb also 1 year warranty.BUY IT YOU WON'T REGRET !!!!
",1
31177,Excellent,Super,1
31178,Just wow!,Fully satisfied,1
31179,Excellent,Awesome purchase,1
31180,Worth every penny,Fine,1
31181,Mind-blowing purchase,Good,1
31182,Awesome,Nice,1
31184,Good quality product,Ok,1
31185,"Music Quality
","I have been using Seinnheiser cx 275 since 10th August 2018. I found this is awesome product, having crystal clear sound quality, durable & comfortably fitted in ears. Thanks one of my friend to recommend this product. I feeling disc music in earphone. As I like traveling which is also part of my job so, it's great choice to buy...guys DNT think ....go for it..!! I'm satisfied with product.
",1
