Address,Aggregate rating,Average Cost for two,City,Country Code,Country,Cuisines,Currency,Has Online delivery,Has Table booking,Is delivering now,Latitude,Locality Verbose,Locality,Longitude,Price range,Rating color,Rating text,Restaurant ID,Restaurant Name,Votes
"A-17, Tagore Market, Kirti Nagar, New Delhi",3.2,400,New Delhi,1,India,"Street Food, South Indian, Mithai",Indian Rupees(Rs.),No,No,No,28.6542971,"Kirti Nagar, New Delhi",Kirti Nagar,77.1371133,1,Orange,Average,18337965,BTW,19
"I-1, Kirti Nagar, New Delhi",3.3,450,New Delhi,1,India,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,28.653603,"Kirti Nagar, New Delhi",Kirti Nagar,77.1466722,1,Orange,Average,300452,Cabana's Kabab & Curry's,73
"Main Road, Metro Pillar 338, Kirti Nagar, New Delhi",3.2,450,New Delhi,1,India,Cafe,Indian Rupees(Rs.),No,No,No,28.6543213,"Kirti Nagar, New Delhi",Kirti Nagar,77.1358371,1,Orange,Average,5590,Cafe Coffee Day,23
"Appu Town, Near Gol Chakkar Park, Ramesh Nagar, Kirti Nagar, New Delhi",3.2,150,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.6491551,"Kirti Nagar, New Delhi",Kirti Nagar,77.1316231,1,Orange,Average,18070502,Chaap Point,11
"E-361, Ramesh Nagar, Kirti Nagar, New Delhi",3.1,500,New Delhi,1,India,"Chinese, North Indian",Indian Rupees(Rs.),No,No,No,28.6489905,"Kirti Nagar, New Delhi",Kirti Nagar,77.130681,2,Orange,Average,312098,Chicken Chilli Corner,10
"N-8, Opposite Kirti Club, Kirti Nagar, New Delhi",2.6,550,New Delhi,1,India,"Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,28.6560415,"Kirti Nagar, New Delhi",Kirti Nagar,77.1406718,2,Orange,Average,303635,Chinese Dragon,49
"F-37, Central Market, Kirti Nagar, New Delhi",2.8,1200,New Delhi,1,India,"North Indian, Chinese, Continental",Indian Rupees(Rs.),No,Yes,No,28.6529002,"Kirti Nagar, New Delhi",Kirti Nagar,77.1423902,3,Orange,Average,302456,Copper Restro Bar,15
"2 & 3, Corporation Market, Ramesh Nagar, Kirti Nagar, New Delhi",3.2,200,New Delhi,1,India,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6493759,"Kirti Nagar, New Delhi",Kirti Nagar,77.1330407,1,Orange,Average,9549,Corner Sweets,100
"Shop A-3, Kailash Park, Kirti Nagar, New Delhi",2.7,1100,New Delhi,1,India,"North Indian, Chinese, Italian, Fast Food",Indian Rupees(Rs.),No,Yes,No,28.6554914,"Kirti Nagar, New Delhi",Kirti Nagar,77.1379553,3,Orange,Average,306488,D'Casa,63
"N-46, Scooter Market, Kirti Nagar, New Delhi",2.7,800,New Delhi,1,India,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,Yes,No,28.6556035,"Kirti Nagar, New Delhi",Kirti Nagar,77.1407751,2,Orange,Average,302142,Delhi 15,45
"A 21, Tagore Market, Kirti Nagar, New Delhi",3,750,New Delhi,1,India,"Cafe, Continental",Indian Rupees(Rs.),No,No,No,28.6545957,"Kirti Nagar, New Delhi",Kirti Nagar,77.1373231,2,Orange,Average,18350118,Dialogue Lounge & Cafí©,4
"A-22, Ground Floor, Tagore Market, Kirti Nagar, New Delhi",3.3,700,New Delhi,1,India,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.6546527,"Kirti Nagar, New Delhi",Kirti Nagar,77.1374776,2,Orange,Average,7396,Domino's Pizza,57
"Building 6, Laxmi Garden, Opposite Metro Pillar 337, Near Ramesh Nagar Metro Station, Kirti Nagar, New Delhi",3.3,650,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6541881,"Kirti Nagar, New Delhi",Kirti Nagar,77.136123,2,Orange,Average,18435836,Flavours From Heaven,12
"Ramesh Nagar, Near Kirti Nagar, Kirti Nagar, New Delhi",3.3,400,New Delhi,1,India,"Biryani, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.6474775,"Kirti Nagar, New Delhi",Kirti Nagar,77.1312221,1,Orange,Average,18277180,Flavours Of Biryani,35
"R-361, Main Chowk, Near Tilak Market, Kirti Nagar, New Delhi",3,350,New Delhi,1,India,Chinese,Indian Rupees(Rs.),Yes,No,No,28.6489945,"Kirti Nagar, New Delhi",Kirti Nagar,77.1306854,1,Orange,Average,18366018,Flirty Momo's,6
"69/6-A, Najafgarh Road, Opposite Moments Mall, Kirti Nagar, New Delhi",3.4,700,New Delhi,1,India,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,28.65784633,"Kirti Nagar, New Delhi",Kirti Nagar,77.14861963,2,Orange,Average,308555,Gedi Grill,143
"Shop 12, Old Market, Ramesh Nagar, Near Kirti Nagar, New Delhi",2.7,350,New Delhi,1,India,"Raw Meats, North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.6497956,"Kirti Nagar, New Delhi",Kirti Nagar,77.1321064,1,Orange,Average,306662,Green Chick Chop,23
"G-1, Metro Station, Kirti Nagar, New Delhi",2.7,550,New Delhi,1,India,"North Indian, Chinese, Continental",Indian Rupees(Rs.),Yes,No,No,28.6563972,"Kirti Nagar, New Delhi",Kirti Nagar,77.1501141,2,Orange,Average,310253,Indian Bites,41
"B-14, Tilak Market, Ramesh Nagar, Kirti Nagar, New Delhi",3.2,300,New Delhi,1,India,North Indian,Indian Rupees(Rs.),Yes,No,No,28.6489052,"Kirti Nagar, New Delhi",Kirti Nagar,77.1311592,1,Orange,Average,5664,Karan's Vaishno Dhaba,29
"B17, Tilak Market, Ramesh Nagar, Near MCD Community Hall, Kirti Nagar, New Delhi",3.3,500,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.648918,"Kirti Nagar, New Delhi",Kirti Nagar,77.1313623,2,Orange,Average,18460329,Le Swaadik,13
"I-1, Shop 2, Kirti Nagar, New Delhi",3.2,350,New Delhi,1,India,"Fast Food, Bakery",Indian Rupees(Rs.),No,No,No,28.64679749,"Kirti Nagar, New Delhi",Kirti Nagar,77.14399081,1,Orange,Average,18360284,Let's Meet Up,16
"1515, Ramesh Nagar, Kirti Nagar, New Delhi",3.2,600,New Delhi,1,India,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.648963,"Kirti Nagar, New Delhi",Kirti Nagar,77.1312308,2,Orange,Average,9552,Madan's Kabab Centre,31
"D 40, Industrial Area, Kirti Nagar, New Delhi",2.7,550,New Delhi,1,India,"Chinese, Italian, Fast Food",Indian Rupees(Rs.),Yes,No,Yes,28.6521954,"Kirti Nagar, New Delhi",Kirti Nagar,77.1438903,2,Orange,Average,308156,Midnight Fries,46
"E 361, Double Storey, Ramesh Nagar, Near, Kirti Nagar, New Delhi",3.1,300,New Delhi,1,India,"Lucknowi, Biryani",Indian Rupees(Rs.),No,No,No,28.6489773,"Kirti Nagar, New Delhi",Kirti Nagar,77.1306799,1,Orange,Average,308189,Moradabadi Biryani,9
"J-38, Near Ramesh Nagar, Najafgarh Road, Kirti Nagar, New Delhi",2.8,300,New Delhi,1,India,"Desserts, Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,28.6522005,"Kirti Nagar, New Delhi",Kirti Nagar,77.1300673,1,Orange,Average,300448,Namdhari's Icecream & Bakers,23
"Shop 2, New Market, Ramesh Nagar, Kirti Nagar, New Delhi",3.1,400,New Delhi,1,India,"Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,28.6484901,"Kirti Nagar, New Delhi",Kirti Nagar,77.1302026,1,Orange,Average,311944,Pahariya Chicken Corner,7
"C-5, Tilak Market, Ramesh Nagar, Kirti Nagar, New Delhi",2.7,450,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6489962,"Kirti Nagar, New Delhi",Kirti Nagar,77.1306672,1,Orange,Average,9550,Pahariya Chicken,15
"Opposite Adarsh School, Near Furniture Market, Kirti Nagar, New Delhi",3.2,450,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6522777,"Kirti Nagar, New Delhi",Kirti Nagar,77.1299154,1,Orange,Average,18198179,Pappi Machhi Wala,9
"A-25, Tagore  Market, Kirti Nagar, New Delhi",2.6,800,New Delhi,1,India,"Italian, Pizza, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.6546474,"Kirti Nagar, New Delhi",Kirti Nagar,77.1374915,2,Orange,Average,7400,Pizza Hut Delivery,67
"Shop 5/27, Near Gurudwara, Ramesh Nagar, Kirti Nagar, New Delhi",3.3,400,New Delhi,1,India,"Fast Food, Chinese, Bakery",Indian Rupees(Rs.),No,No,No,28.650206,"Kirti Nagar, New Delhi",Kirti Nagar,77.1366651,1,Orange,Average,309289,Polka Cakes & Coffee,17
"Shop 1, 40 DLF Industrial Area, Alishan Building, Kirti Nagar, New Delhi",2.8,600,New Delhi,1,India,"Mughlai, North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6553478,"Kirti Nagar, New Delhi",Kirti Nagar,77.1422056,2,Orange,Average,18365872,Punjabi Joint,4
"A-8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi",3.2,1200,New Delhi,1,India,"North Indian, Chinese, Mughlai",Indian Rupees(Rs.),Yes,Yes,No,28.655369,"Kirti Nagar, New Delhi",Kirti Nagar,77.1384066,3,Orange,Average,9050,Rain Tree Grill,74
"Shop 24, Tilak Market, Near Gol Chakkar, Kirti Nagar, New Delhi",3,600,New Delhi,1,India,"Chinese, Mughlai",Indian Rupees(Rs.),No,No,No,28.6494447,"Kirti Nagar, New Delhi",Kirti Nagar,77.1317062,2,Orange,Average,18366011,Resunga Food Corner,5
"Near Metro Pillar 316, Najafgarh Road, Ramesh Nagar, Kirti Nagar, New Delhi",2.8,50,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6570621,"Kirti Nagar, New Delhi",Kirti Nagar,77.1407866,1,Orange,Average,305720,Shri Ram Poori Wale,8
"H-31, Kirti Nagar, New Delhi",3.2,800,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,28.6506233,"Kirti Nagar, New Delhi",Kirti Nagar,77.142172,2,Orange,Average,4036,Supa's Restaurant,50
"34A, Single Storey, Ramesh Nagar, Kirti Nagar, New Delhi",2.9,300,New Delhi,1,India,"Chinese, South Indian",Indian Rupees(Rs.),No,No,No,28.65249167,"Kirti Nagar, New Delhi",Kirti Nagar,77.13043333,1,Orange,Average,5658,Swad Fast Food,16
"45-46, Banda Bairagi Market, Ramesh Nagar, Kirti Nagar, New Delhi",3,600,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6489309,"Kirti Nagar, New Delhi",Kirti Nagar,77.1313127,2,Orange,Average,5659,Syall Kotian Da Dhaba,20
"A-8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi",3.2,2500,New Delhi,1,India,"Italian, Continental",Indian Rupees(Rs.),No,Yes,No,28.6557286,"Kirti Nagar, New Delhi",Kirti Nagar,77.1384406,4,Orange,Average,18265677,The Krib,14
"Plot 8, Laxmi Garden, Opposite Metro Pillar 337, Kirti Nagar, New Delhi",3.4,1100,New Delhi,1,India,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,Yes,No,28.6543517,"Kirti Nagar, New Delhi",Kirti Nagar,77.1362569,3,Orange,Average,309998,Turtle Bay,74
"C-7, Tilak Market, Major Pankaj Batra Marg, Block 6, Sharda Puri, Ramesh Nagar, Near Kirti Nagar, Kirti Nagar, New Delhi",3.1,550,New Delhi,1,India,"Hyderabadi, North Indian",Indian Rupees(Rs.),No,No,No,28.6489739,"Kirti Nagar, New Delhi",Kirti Nagar,77.130674,2,Orange,Average,18201995,Yakooz,20
"A 22-23, 1st Floor, Tagore Market, Kirti Nagar, New Delhi",3.5,1200,New Delhi,1,India,"North Indian, Chinese, Mughlai, Continental",Indian Rupees(Rs.),Yes,Yes,No,28.6546314,"Kirti Nagar, New Delhi",Kirti Nagar,77.1375537,3,Yellow,Good,306245,Above & Beyond,133
"42, DLF Industrial Area, Kirti Nagar, New Delhi",3.5,650,New Delhi,1,India,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,28.6552663,"Kirti Nagar, New Delhi",Kirti Nagar,77.1428519,2,Yellow,Good,306168,Bawa Chicken,98
"Shop 2, I-78, Main Market, Kirti Nagar, New Delhi",3.6,250,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6521899,"Kirti Nagar, New Delhi",Kirti Nagar,77.1438814,1,Yellow,Good,18365996,Chatore,26
"2nd Floor, F 40, Kirti Nagar, New Delhi",3.7,500,New Delhi,1,India,Bakery,Indian Rupees(Rs.),No,No,No,0,"Kirti Nagar, New Delhi",Kirti Nagar,0,2,Yellow,Good,311448,Chocomore,68
"A-10, 1st Floor, Najafgarh Road, Kirti Nagar, New Delhi",3.6,1000,New Delhi,1,India,"North Indian, Mughlai",Indian Rupees(Rs.),No,Yes,No,28.6555949,"Kirti Nagar, New Delhi",Kirti Nagar,77.1394952,3,Yellow,Good,303350,Clay 1 Grill,283
"62, Rama Road, Kirti Nagar, New Delhi",3.5,1200,New Delhi,1,India,"North Indian, Chinese, Continental, Italian",Indian Rupees(Rs.),No,Yes,No,28.6575383,"Kirti Nagar, New Delhi",Kirti Nagar,77.1519824,3,Yellow,Good,18378056,Firangi Island,21
"Opposite Metro Pillar 367, Near Red Light, Kirti Nagar, New Delhi",3.5,150,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6518949,"Kirti Nagar, New Delhi",Kirti Nagar,77.129287,1,Yellow,Good,9513,Jeet Chaat Bhandar,23
"Shop  4, A-1, Ground Floor, Kailash Park, Near Metro Pillar 330, Kirti Nagar, New Delhi",3.6,600,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.6554434,"Kirti Nagar, New Delhi",Kirti Nagar,77.1374755,2,Yellow,Good,18303704,Mr. Grill,55
"N-40, Opposite Scooter Market, Kirti Nagar, New Delhi",3.5,750,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.6559956,"Kirti Nagar, New Delhi",Kirti Nagar,77.1409427,2,Yellow,Good,308111,Tikka Junction,102
"6, Single Storey, Ground Floor, Near Gurudwara Singh Sabha, Kirti Nagar, New Delhi",2.4,500,New Delhi,1,India,"Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,28.6503488,"Kirti Nagar, New Delhi",Kirti Nagar,77.1367382,2,Red,Poor,312922,Momos Hut & Chinese Food,20
"B-6/1, Double Story, Near Metro Pillar 371, Ramesh Nagar, Kirti Nagar, New Delhi",2.1,350,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6517775,"Kirti Nagar, New Delhi",Kirti Nagar,77.1284425,1,Red,Poor,3918,Wah Ji Wah,54
"Shop 5, 2nd Floor, Food Court, Moments Mall, Kirti Nagar, New Delhi",2.4,800,New Delhi,1,India,Chinese,Indian Rupees(Rs.),Yes,No,No,28.6568197,"Kirti Nagar, New Delhi",Kirti Nagar,77.1466423,2,Red,Poor,308784,Yo! China,39
"F 20/10 Mandir Marg, Near Goyal Book Depot, Krishna Nagar, New Delhi",2.9,200,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.661112,"Krishna Nagar, New Delhi",Krishna Nagar,77.2862616,1,Orange,Average,2316,Aapki Apni Rasoi,6
"F 20/10 Mandir Marg, Krishna Nagar, New Delhi",3,250,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6611167,"Krishna Nagar, New Delhi",Krishna Nagar,77.2861883,1,Orange,Average,2315,Aapki Rasoi,15
"A-8, Shivpuri, Krishna Nagar, New Delhi",2.9,200,New Delhi,1,India,"Bakery, Fast Food, Street Food",Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,1,Orange,Average,313307,Advance Bakery,7
"A-45/2, Swana Cinema Road Main Chowk, East Azad Nagar, Near Krishna Nagar, New Delhi",2.9,300,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.66551167,"Krishna Nagar, New Delhi",Krishna Nagar,77.284295,1,Orange,Average,301208,Apni Rasoi,16
"26A South Anarkali Extension Opposite Community center, Baldev Park, Krishna Nagar, New Delhi",3,300,New Delhi,1,India,Bakery,Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,1,Orange,Average,18386203,Bakeyard,6
"157, Jheel Khuranja, Krishna Nagar, New Delhi",2.9,400,New Delhi,1,India,Mughlai,Indian Rupees(Rs.),No,No,No,28.65854624,"Krishna Nagar, New Delhi",Krishna Nagar,77.27581099,1,Orange,Average,18258507,Bharat Chicken Inn Foods,9
"F-1/1, Krishna Nagar, New Delhi",2.9,350,New Delhi,1,India,Chinese,Indian Rupees(Rs.),No,No,No,28.57606,"Krishna Nagar, New Delhi",Krishna Nagar,77.24231,1,Orange,Average,313091,Bobby Veg Corner,5
"B-15, Opposite Khandelwal Hospital, East, Krishna Nagar, New Delhi",2.9,150,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.65905,"Krishna Nagar, New Delhi",Krishna Nagar,77.2821,1,Orange,Average,313381,Brunch Point,4
"410, Jheel Khuranja, Opposite 310 Bus Stop, Krishna Nagar, New Delhi",2.5,500,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.6590466,"Krishna Nagar, New Delhi",Krishna Nagar,77.273111,2,Orange,Average,301201,Bunty Dhaba,50
"Opposite Jheel Khuranja Bus Stop, Krishna Nagar, New Delhi",3.1,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.658652,"Krishna Nagar, New Delhi",Krishna Nagar,77.2722581,1,Orange,Average,309496,Chandni Chowk Ka Sonu Parathe Wala,12
"C-6/1, Mandir Marg, Krishna Nagar, New Delhi",3.2,500,New Delhi,1,India,"North Indian, Fast Food, South Indian",Indian Rupees(Rs.),No,No,No,28.6593514,"Krishna Nagar, New Delhi",Krishna Nagar,77.2815054,2,Orange,Average,2297,Chankya,79
"4, Post Office Block, Near Arya Samaj Mandir, Krishna Nagar, New Delhi",3.3,150,New Delhi,1,India,"Desserts, Street Food",Indian Rupees(Rs.),No,No,No,28.6602651,"Krishna Nagar, New Delhi",Krishna Nagar,77.2814976,1,Orange,Average,305003,Chaudhary Di Hatti,20
"B-15, Near Shri Ram Singh Hospital, East Krishna Nagar, Krishna Nagar, New Delhi",3.2,650,New Delhi,1,India,"North Indian, Chinese, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.65986279,"Krishna Nagar, New Delhi",Krishna Nagar,77.2882675,2,Orange,Average,306310,Cook Du Kdu,52
"D-3/11, Krishna Nagar, New Delhi",3.3,500,New Delhi,1,India,"North Indian, Chinese, South Indian",Indian Rupees(Rs.),Yes,No,No,28.65981866,"Krishna Nagar, New Delhi",Krishna Nagar,77.280646,2,Orange,Average,18332058,Daawat Restaurant,26
"D-10, Main Kanti Nagar Market, Krishna Nagar, New Delhi",3.2,350,New Delhi,1,India,"Fast Food, North Indian, South Indian, Chinese, Bakery",Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,1,Orange,Average,18128895,Delhi Dairy,11
"Ground Floor, 10, Shiv Puri, Main Patparganj Road, Krishna Nagar, New Delhi",2.9,700,New Delhi,1,India,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.6522731,"Krishna Nagar, New Delhi",Krishna Nagar,77.2778171,2,Orange,Average,312747,Domino's Pizza,13
"K-74/A, Chachi Building, Krishna Nagar, New Delhi",3.1,700,New Delhi,1,India,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.66104399,"Krishna Nagar, New Delhi",Krishna Nagar,77.2788164,2,Orange,Average,6128,Domino's Pizza,75
"4 Post Office Block, Near Rupa Ice Cream Parlour, Krishna Nagar, New Delhi",3.3,150,New Delhi,1,India,"Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,28.6602119,"Krishna Nagar, New Delhi",Krishna Nagar,77.2812826,1,Orange,Average,304994,F 2 Pastry Shop,26
"A-5/18  Krishna Nagar, Krishna Nagar, New Delhi",2.9,700,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.65951181,"Krishna Nagar, New Delhi",Krishna Nagar,77.27833997,2,Orange,Average,313132,Food Villa,10
"11, Shivpuri, Krishna Nagar, New Delhi",3.2,300,New Delhi,1,India,"Ice Cream, Desserts",Indian Rupees(Rs.),No,No,No,28.6523602,"Krishna Nagar, New Delhi",Krishna Nagar,77.2779662,1,Orange,Average,18423095,Goosebumps,6
"F-3/18, Krishna Nagar, New Delhi",3.3,500,New Delhi,1,India,"Mithai, North Indian",Indian Rupees(Rs.),No,No,No,28.6592567,"Krishna Nagar, New Delhi",Krishna Nagar,77.2836334,2,Orange,Average,18378024,Gulab,12
"F-9/19, Krishna Nagar, New Delhi",3.1,350,New Delhi,1,India,Healthy Food,Indian Rupees(Rs.),Yes,No,No,28.65975,"Krishna Nagar, New Delhi",Krishna Nagar,77.285347,1,Orange,Average,313508,Health Buzzz,22
"412/C, Jheel Kuranja, Opposite 310 Bus Stop, Krishna Nagar, New Delhi",3.2,400,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6589025,"Krishna Nagar, New Delhi",Krishna Nagar,77.2723274,1,Orange,Average,301213,Jain Dhaba,30
"D 3/1, Lal Quarter, Krishna Nagar, New Delhi",3.3,100,New Delhi,1,India,Desserts,Indian Rupees(Rs.),No,No,No,28.6596933,"Krishna Nagar, New Delhi",Krishna Nagar,77.279894,1,Orange,Average,8293,Jeeta Kulfi Walle,12
"420/2, Jheel Khuranja Chowk, Krishna Nagar, New Delhi",2.6,400,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6577411,"Krishna Nagar, New Delhi",Krishna Nagar,77.2725723,1,Orange,Average,309495,Kamal Meat House,15
"14/13, Near Happy English School, Krishna Nagar, New Delhi",3.2,300,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.652309,"Krishna Nagar, New Delhi",Krishna Nagar,77.2767835,1,Orange,Average,305565,Katyani Rasoi,10
"C-7/1, Mandir Marg, Krishna Nagar, New Delhi",3,400,New Delhi,1,India,"North Indian, South Indian",Indian Rupees(Rs.),No,No,No,28.6593873,"Krishna Nagar, New Delhi",Krishna Nagar,77.2819196,1,Orange,Average,309489,Magic Masala,11
"C-1/10, Lal Quarters, Krishna Nagar, New Delhi",3,400,New Delhi,1,India,"North Indian, South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.6592597,"Krishna Nagar, New Delhi",Krishna Nagar,77.2815369,1,Orange,Average,3772,Masala Magic,16
"H-9, Vijay Chowk, Krishna Nagar, New Delhi",3.4,100,New Delhi,1,India,Mithai,Indian Rupees(Rs.),No,No,No,28.6579219,"Krishna Nagar, New Delhi",Krishna Nagar,77.2843782,1,Orange,Average,301204,Mother Sweets,15
"C 1/10, Lal Quarter, Krishna Nagar, New Delhi",3.1,600,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6573761,"Krishna Nagar, New Delhi",Krishna Nagar,77.2805179,2,Orange,Average,18421495,Panj Taara,8
"Shop 3, Block C, Shivpuri, Main Patparganj Road, Krishna Nagar, New Delhi",2.7,450,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.652892,"Krishna Nagar, New Delhi",Krishna Nagar,77.2776449,1,Orange,Average,306656,Prince Fried N Grilled Chicken,18
"Shop 2, F-1/9, Lal Quarter, Krishna Nagar, New Delhi",3.1,400,New Delhi,1,India,"North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.6598057,"Krishna Nagar, New Delhi",Krishna Nagar,77.2829867,1,Orange,Average,18126085,Punjabi's Veg Grill,10
"2/18, F Block, Krishna Nagar, New Delhi",3.3,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6592244,"Krishna Nagar, New Delhi",Krishna Nagar,77.2836092,1,Orange,Average,308942,Raja Chat Corner,20
"C 1/9, Red Quarter, CCN Building, Main Market, Krishna Nagar, New Delhi",3.3,550,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6573846,"Krishna Nagar, New Delhi",Krishna Nagar,77.2806076,2,Orange,Average,309254,Rajshree,16
"Main Khureji Khas Road, Jheel Khuranja, Krishna Nagar, New Delhi",3.4,500,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6583725,"Krishna Nagar, New Delhi",Krishna Nagar,77.2750291,2,Orange,Average,301417,Sachdeva Chicken Corner,39
"251/3, Post Office Block, Krishna Nagar, New Delhi",2.9,800,New Delhi,1,India,"South Indian, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.6602389,"Krishna Nagar, New Delhi",Krishna Nagar,77.2814156,2,Orange,Average,301203,Shree Rathnam,66
"13-A, Shivpuri, Opposite 14 Block, Krishna Nagar, New Delhi",3.1,250,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6515992,"Krishna Nagar, New Delhi",Krishna Nagar,77.2781836,1,Orange,Average,18014143,Sialkot,7
"32, Satnam Park, Krishna Nagar, New Delhi",3.1,500,New Delhi,1,India,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.65563419,"Krishna Nagar, New Delhi",Krishna Nagar,77.28203908,2,Orange,Average,309793,Singh-O-Singh Kebabs,54
"Main Market, Krishna Nagar, New Delhi",3.1,500,New Delhi,1,India,"South Indian, Fast Food, Street Food",Indian Rupees(Rs.),No,No,No,28.6595627,"Krishna Nagar, New Delhi",Krishna Nagar,77.2794854,2,Orange,Average,6131,Super Snacks,44
"153, Jheel Khuranja Main Road, Krishna Nagar, New Delhi",3.1,600,New Delhi,1,India,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.6588784,"Krishna Nagar, New Delhi",Krishna Nagar,77.27633871,2,Orange,Average,309498,Tandoori Night,15
"F3/11, Krishna Nagar, New Delhi",2.9,800,New Delhi,1,India,"Chinese, North Indian",Indian Rupees(Rs.),No,Yes,No,28.6598889,"Krishna Nagar, New Delhi",Krishna Nagar,77.2833907,2,Orange,Average,1274,The Chaupal Bar And Restaurant,14
"A-2, Krishna Nagar Extension, Krishna Nagar, New Delhi",3,350,New Delhi,1,India,"Chinese, Mughlai, North Indian",Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,1,Orange,Average,18431416,The Grill Point,4
"439, Near Bank of Baroda, Jheel Khurenja, Near Pal Motors, Krishna Nagar, New Delhi",3.1,200,New Delhi,1,India,"Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,28.6580718,"Krishna Nagar, New Delhi",Krishna Nagar,77.2738859,1,Orange,Average,309481,The Roll Hut,13
"472 B, Dayanand Marg, Jheel Khuranja, Krishna Nagar, New Delhi",3.2,300,New Delhi,1,India,"North Indian, South Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,28.6565918,"Krishna Nagar, New Delhi",Krishna Nagar,77.2731712,1,Orange,Average,301207,Triveni,31
"11, Shivpuri, Krishna Nagar, New Delhi",3.6,550,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6519405,"Krishna Nagar, New Delhi",Krishna Nagar,77.2780041,2,Yellow,Good,18409201,Gokul Foods,22
